Date,State,Petrol Price,Gold price(24k),Petrol_Change,Gold_Change
23-Sep-18,Tamil Nadu,85.87,3077,Increase,Same
24-Sep-18,Tamil Nadu,85.99,3083,Increase,Increase
25-Sep-18,Tamil Nadu,86.13,3090,Increase,Increase
26-Sep-18,Tamil Nadu,86.13,3085,Same,Decrease
27-Sep-18,Tamil Nadu,86.28,3075,Increase,Decrease
28-Sep-18,Tamil Nadu,86.51,3049,Increase,Decrease
29-Sep-18,Tamil Nadu,86.7,3074,Increase,Increase
30-Sep-18,Tamil Nadu,86.8,3074,Increase,Same
01-Oct-18,Tamil Nadu,87.05,3061,Increase,Decrease
02-Oct-18,Tamil Nadu,87.18,3084,Increase,Increase
03-Oct-18,Tamil Nadu,87.18,3118,Same,Increase
04-Oct-18,Tamil Nadu,87.33,3123,Increase,Increase
05-Oct-18,Tamil Nadu,84.7,3137,Decrease,Increase
06-Oct-18,Tamil Nadu,84.89,3158,Increase,Increase
07-Oct-18,Tamil Nadu,85.04,3158,Increase,Same
08-Oct-18,Tamil Nadu,85.26,3131,Increase,Decrease
09-Oct-18,Tamil Nadu,85.5,3121,Increase,Decrease
10-Oct-18,Tamil Nadu,85.5,3116,Same,Decrease
11-Oct-18,Tamil Nadu,85.61,3141,Increase,Increase
12-Oct-18,Tamil Nadu,85.73,3177,Increase,Increase
13-Oct-18,Tamil Nadu,85.92,3176,Increase,Decrease
14-Oct-18,Tamil Nadu,85.99,3176,Increase,Same
15-Oct-18,Tamil Nadu,85.99,3211,Same,Increase
16-Oct-18,Tamil Nadu,85.99,3196,Same,Decrease
17-Oct-18,Tamil Nadu,86.1,3186,Increase,Decrease
18-Oct-18,Tamil Nadu,85.88,3185,Decrease,Decrease
19-Oct-18,Tamil Nadu,85.88,3194,Same,Increase
20-Oct-18,Tamil Nadu,85.22,3189,Decrease,Decrease
21-Oct-18,Tamil Nadu,84.96,3189,Decrease,Same
22-Oct-18,Tamil Nadu,84.64,3172,Decrease,Decrease
23-Oct-18,Tamil Nadu,84.53,3210,Decrease,Increase
24-Oct-18,Tamil Nadu,84.44,3183,Decrease,Decrease
25-Oct-18,Tamil Nadu,84.28,3187,Decrease,Increase
26-Oct-18,Tamil Nadu,84.02,3204,Decrease,Increase
27-Oct-18,Tamil Nadu,83.6,3197,Decrease,Decrease
28-Oct-18,Tamil Nadu,83.18,3197,Decrease,Same
29-Oct-18,Tamil Nadu,82.86,3190,Decrease,Decrease
30-Oct-18,Tamil Nadu,82.65,3186,Decrease,Decrease
31-Oct-18,Tamil Nadu,82.65,3180,Same,Decrease
01-Nov-18,Tamil Nadu,82.46,3186,Decrease,Increase
02-Nov-18,Tamil Nadu,82.26,3178,Decrease,Decrease
03-Nov-18,Tamil Nadu,82.06,3191,Decrease,Increase
04-Nov-18,Tamil Nadu,81.84,3191,Decrease,Same
05-Nov-18,Tamil Nadu,81.61,3187,Decrease,Decrease
06-Nov-18,Tamil Nadu,81.47,3197,Decrease,Increase
07-Nov-18,Tamil Nadu,81.46,3176,Decrease,Decrease
08-Nov-18,Tamil Nadu,81.24,3156,Decrease,Decrease
09-Nov-18,Tamil Nadu,81.08,3156,Decrease,Same
10-Nov-18,Tamil Nadu,80.9,3138,Decrease,Decrease
11-Nov-18,Tamil Nadu,80.73,3138,Decrease,Same
12-Nov-18,Tamil Nadu,80.73,3139,Same,Increase
13-Nov-18,Tamil Nadu,80.42,3117,Decrease,Decrease
14-Nov-18,Tamil Nadu,80.42,3096,Same,Decrease
15-Nov-18,Tamil Nadu,80.26,3119,Decrease,Increase
16-Nov-18,Tamil Nadu,80.07,3106,Decrease,Decrease
17-Nov-18,Tamil Nadu,79.87,3124,Decrease,Increase
18-Nov-18,Tamil Nadu,79.87,3124,Same,Same
19-Nov-18,Tamil Nadu,79.46,3102,Decrease,Decrease
20-Nov-18,Tamil Nadu,79.31,3105,Decrease,Increase
21-Nov-18,Tamil Nadu,79.31,3107,Same,Increase
22-Nov-18,Tamil Nadu,79.31,3100,Same,Decrease
23-Nov-18,Tamil Nadu,78.88,3080,Decrease,Decrease
24-Nov-18,Tamil Nadu,78.12,3079,Decrease,Decrease
25-Nov-18,Tamil Nadu,78.12,3079,Same,Same
26-Nov-18,Tamil Nadu,77.32,3077,Decrease,Decrease
27-Nov-18,Tamil Nadu,76.88,3076,Decrease,Decrease
28-Nov-18,Tamil Nadu,76.35,3055,Decrease,Decrease
29-Nov-18,Tamil Nadu,76.01,3054,Decrease,Decrease
30-Nov-18,Tamil Nadu,75.62,3047,Decrease,Decrease
01-Dec-18,Tamil Nadu,75.26,3050,Decrease,Increase
02-Dec-18,Tamil Nadu,74.94,3050,Decrease,Same
03-Dec-18,Tamil Nadu,74.63,3075,Decrease,Increase
04-Dec-18,Tamil Nadu,74.41,3098,Decrease,Increase
05-Dec-18,Tamil Nadu,74.41,3095,Same,Decrease
06-Dec-18,Tamil Nadu,73.99,3116,Decrease,Increase
07-Dec-18,Tamil Nadu,73.57,3111,Decrease,Decrease
08-Dec-18,Tamil Nadu,73.33,3156,Decrease,Increase
09-Dec-18,Tamil Nadu,73.18,3156,Decrease,Same
10-Dec-18,Tamil Nadu,72.92,3150,Decrease,Decrease
11-Dec-18,Tamil Nadu,72.82,3170,Decrease,Increase
12-Dec-18,Tamil Nadu,72.82,3170,Same,Same
13-Dec-18,Tamil Nadu,72.94,3158,Increase,Decrease
14-Dec-18,Tamil Nadu,72.94,3150,Same,Decrease
15-Dec-18,Tamil Nadu,72.99,3156,Increase,Increase
16-Dec-18,Tamil Nadu,72.99,3156,Same,Same
17-Dec-18,Tamil Nadu,73.19,3139,Increase,Decrease
18-Dec-18,Tamil Nadu,73.29,3132,Increase,Decrease
19-Dec-18,Tamil Nadu,73.29,3114,Same,Decrease
20-Dec-18,Tamil Nadu,73.29,3108,Same,Decrease
21-Dec-18,Tamil Nadu,73.29,3133,Same,Increase
22-Dec-18,Tamil Nadu,72.91,3125,Decrease,Decrease
23-Dec-18,Tamil Nadu,72.7,3125,Decrease,Same
24-Dec-18,Tamil Nadu,72.48,3133,Decrease,Increase
25-Dec-18,Tamil Nadu,72.41,3151,Decrease,Increase
26-Dec-18,Tamil Nadu,72.41,3153,Same,Increase
27-Dec-18,Tamil Nadu,72.36,3163,Decrease,Increase
28-Dec-18,Tamil Nadu,72.16,3162,Decrease,Decrease
29-Dec-18,Tamil Nadu,71.85,3168,Decrease,Increase
30-Dec-18,Tamil Nadu,71.62,3168,Decrease,Same
31-Dec-18,Tamil Nadu,71.41,3163,Decrease,Decrease
01-Jan-19,Tamil Nadu,71.22,3167,Decrease,Increase
02-Jan-19,Tamil Nadu,71.22,3185,Same,Increase
03-Jan-19,Tamil Nadu,71.22,3198,Same,Increase
04-Jan-19,Tamil Nadu,71.01,3183,Decrease,Decrease
05-Jan-19,Tamil Nadu,70.85,3170,Decrease,Decrease
06-Jan-19,Tamil Nadu,70.85,3170,Same,Same
07-Jan-19,Tamil Nadu,71.07,3190,Increase,Increase
08-Jan-19,Tamil Nadu,71.07,3183,Same,Decrease
09-Jan-19,Tamil Nadu,71.07,3197,Same,Increase
10-Jan-19,Tamil Nadu,71.47,3223,Increase,Increase
11-Jan-19,Tamil Nadu,71.67,3219,Increase,Decrease
12-Jan-19,Tamil Nadu,71.87,3223,Increase,Increase
13-Jan-19,Tamil Nadu,72.4,3223,Increase,Same
14-Jan-19,Tamil Nadu,72.79,3235,Increase,Increase
15-Jan-19,Tamil Nadu,73.08,3238,Increase,Increase
16-Jan-19,Tamil Nadu,73,3249,Decrease,Increase
17-Jan-19,Tamil Nadu,73.15,3258,Increase,Increase
18-Jan-19,Tamil Nadu,73.23,3240,Increase,Decrease
19-Jan-19,Tamil Nadu,73.23,3238,Same,Decrease
20-Jan-19,Tamil Nadu,73.65,3238,Increase,Same
21-Jan-19,Tamil Nadu,73.85,3227,Increase,Decrease
22-Jan-19,Tamil Nadu,73.99,3243,Increase,Increase
23-Jan-19,Tamil Nadu,73.99,3244,Same,Increase
24-Jan-19,Tamil Nadu,73.99,3236,Same,Decrease
25-Jan-19,Tamil Nadu,73.99,3239,Same,Increase
26-Jan-19,Tamil Nadu,73.99,3268,Same,Increase
27-Jan-19,Tamil Nadu,73.99,3268,Same,Same
28-Jan-19,Tamil Nadu,73.99,3274,Same,Increase
29-Jan-19,Tamil Nadu,73.9,3292,Decrease,Increase
30-Jan-19,Tamil Nadu,73.9,3308,Same,Increase
31-Jan-19,Tamil Nadu,73.8,3320,Decrease,Increase
01-Feb-19,Tamil Nadu,73.64,3333,Decrease,Increase
02-Feb-19,Tamil Nadu,73.54,3341,Decrease,Increase
03-Feb-19,Tamil Nadu,73.43,3341,Decrease,Same
04-Feb-19,Tamil Nadu,73.27,3328,Decrease,Decrease
05-Feb-19,Tamil Nadu,73.11,3328,Decrease,Same
06-Feb-19,Tamil Nadu,73.11,3329,Same,Increase
07-Feb-19,Tamil Nadu,73.11,3303,Same,Decrease
08-Feb-19,Tamil Nadu,73.11,3297,Same,Decrease
09-Feb-19,Tamil Nadu,72.95,3320,Decrease,Increase
10-Feb-19,Tamil Nadu,72.95,3320,Same,Same
11-Feb-19,Tamil Nadu,73,3297,Increase,Decrease
12-Feb-19,Tamil Nadu,73,3292,Same,Decrease
13-Feb-19,Tamil Nadu,73,3288,Same,Decrease
14-Feb-19,Tamil Nadu,73.06,3292,Increase,Increase
15-Feb-19,Tamil Nadu,73.14,3320,Increase,Increase
16-Feb-19,Tamil Nadu,73.28,3337,Increase,Increase
17-Feb-19,Tamil Nadu,73.45,3337,Increase,Same
18-Feb-19,Tamil Nadu,73.61,3343,Increase,Increase
19-Feb-19,Tamil Nadu,73.61,3358,Same,Increase
20-Feb-19,Tamil Nadu,73.72,3373,Increase,Increase
21-Feb-19,Tamil Nadu,73.87,3353,Increase,Decrease
22-Feb-19,Tamil Nadu,73.87,3336,Same,Decrease
23-Feb-19,Tamil Nadu,74.02,3347,Increase,Increase
24-Feb-19,Tamil Nadu,74.16,3347,Increase,Same
25-Feb-19,Tamil Nadu,74.32,3334,Increase,Decrease
26-Feb-19,Tamil Nadu,74.41,3329,Increase,Decrease
27-Feb-19,Tamil Nadu,74.41,3340,Same,Increase
28-Feb-19,Tamil Nadu,74.48,3330,Increase,Decrease
01-Mar-19,Tamil Nadu,74.57,3284,Increase,Decrease
02-Mar-19,Tamil Nadu,74.71,3269,Increase,Decrease
03-Mar-19,Tamil Nadu,74.84,3269,Increase,Same
04-Mar-19,Tamil Nadu,74.95,3255,Increase,Decrease
05-Mar-19,Tamil Nadu,75.02,3225,Increase,Decrease
06-Mar-19,Tamil Nadu,75.02,3227,Same,Increase
07-Mar-19,Tamil Nadu,75.02,3206,Same,Decrease
08-Mar-19,Tamil Nadu,75.02,3219,Same,Increase
09-Mar-19,Tamil Nadu,75.02,3239,Same,Increase
10-Mar-19,Tamil Nadu,75.2,3239,Increase,Same
11-Mar-19,Tamil Nadu,75.19,3225,Decrease,Decrease
12-Mar-19,Tamil Nadu,75.2,3208,Increase,Decrease
13-Mar-19,Tamil Nadu,75.2,3235,Same,Increase
14-Mar-19,Tamil Nadu,75.27,3220,Increase,Decrease
15-Mar-19,Tamil Nadu,75.35,3204,Increase,Decrease
16-Mar-19,Tamil Nadu,75.43,3207,Increase,Increase
17-Mar-19,Tamil Nadu,75.52,3207,Increase,Same
18-Mar-19,Tamil Nadu,75.59,3184,Increase,Decrease
19-Mar-19,Tamil Nadu,75.59,3198,Same,Increase
20-Mar-19,Tamil Nadu,75.59,3187,Same,Decrease
21-Mar-19,Tamil Nadu,75.52,3210,Decrease,Increase
22-Mar-19,Tamil Nadu,75.57,3209,Increase,Decrease
23-Mar-19,Tamil Nadu,75.62,3230,Increase,Increase
24-Mar-19,Tamil Nadu,75.67,3230,Increase,Same
25-Mar-19,Tamil Nadu,75.67,3215,Same,Decrease
26-Mar-19,Tamil Nadu,75.67,3212,Same,Decrease
27-Mar-19,Tamil Nadu,75.67,3212,Same,Same
28-Mar-19,Tamil Nadu,75.62,3197,Decrease,Decrease
29-Mar-19,Tamil Nadu,75.62,3172,Same,Decrease
30-Mar-19,Tamil Nadu,75.67,3195,Increase,Increase
31-Mar-19,Tamil Nadu,75.67,3195,Same,Same
01-Apr-19,Tamil Nadu,75.62,3181,Decrease,Decrease
02-Apr-19,Tamil Nadu,75.62,3161,Same,Decrease
03-Apr-19,Tamil Nadu,75.62,3149,Same,Decrease
04-Apr-19,Tamil Nadu,75.62,3167,Same,Increase
05-Apr-19,Tamil Nadu,75.62,3175,Same,Increase
06-Apr-19,Tamil Nadu,75.67,3180,Increase,Increase
07-Apr-19,Tamil Nadu,75.62,3180,Decrease,Same
08-Apr-19,Tamil Nadu,75.61,3200,Decrease,Increase
09-Apr-19,Tamil Nadu,75.56,3203,Decrease,Increase
10-Apr-19,Tamil Nadu,75.56,3199,Same,Decrease
11-Apr-19,Tamil Nadu,75.56,3190,Same,Decrease
12-Apr-19,Tamil Nadu,75.62,3176,Increase,Decrease
13-Apr-19,Tamil Nadu,75.62,3179,Same,Increase
14-Apr-19,Tamil Nadu,75.62,3179,Same,Same
15-Apr-19,Tamil Nadu,75.75,3164,Increase,Decrease
16-Apr-19,Tamil Nadu,75.69,3179,Decrease,Increase
17-Apr-19,Tamil Nadu,75.69,3168,Same,Decrease
18-Apr-19,Tamil Nadu,75.69,3168,Same,Same
19-Apr-19,Tamil Nadu,75.77,3163,Increase,Decrease
20-Apr-19,Tamil Nadu,75.77,3166,Same,Increase
21-Apr-19,Tamil Nadu,75.71,3166,Decrease,Same
22-Apr-19,Tamil Nadu,75.71,3172,Same,Increase
23-Apr-19,Tamil Nadu,75.71,3168,Same,Decrease
24-Apr-19,Tamil Nadu,75.71,3171,Same,Increase
25-Apr-19,Tamil Nadu,75.79,3193,Increase,Increase
26-Apr-19,Tamil Nadu,75.79,3195,Same,Increase
27-Apr-19,Tamil Nadu,75.85,3206,Increase,Increase
28-Apr-19,Tamil Nadu,75.85,3206,Same,Same
29-Apr-19,Tamil Nadu,75.85,3199,Same,Decrease
30-Apr-19,Tamil Nadu,75.9,3192,Increase,Decrease
01-May-19,Tamil Nadu,75.9,3189,Same,Decrease
02-May-19,Tamil Nadu,75.84,3153,Decrease,Decrease
03-May-19,Tamil Nadu,75.84,3143,Same,Decrease
04-May-19,Tamil Nadu,75.84,3163,Same,Increase
05-May-19,Tamil Nadu,75.92,3163,Increase,Same
06-May-19,Tamil Nadu,75.79,3168,Decrease,Increase
07-May-19,Tamil Nadu,75.79,3173,Same,Increase
08-May-19,Tamil Nadu,75.79,3181,Same,Increase
09-May-19,Tamil Nadu,75.63,3191,Decrease,Increase
10-May-19,Tamil Nadu,75.4,3189,Decrease,Decrease
11-May-19,Tamil Nadu,74.9,3203,Decrease,Increase
12-May-19,Tamil Nadu,74.46,3203,Decrease,Same
13-May-19,Tamil Nadu,74.14,3205,Decrease,Increase
14-May-19,Tamil Nadu,73.88,3236,Decrease,Increase
15-May-19,Tamil Nadu,73.88,3230,Same,Decrease
16-May-19,Tamil Nadu,73.88,3217,Same,Decrease
17-May-19,Tamil Nadu,73.79,3205,Decrease,Decrease
18-May-19,Tamil Nadu,73.72,3197,Decrease,Decrease
19-May-19,Tamil Nadu,73.72,3197,Same,Same
20-May-19,Tamil Nadu,73.82,3163,Increase,Decrease
21-May-19,Tamil Nadu,73.87,3167,Increase,Increase
22-May-19,Tamil Nadu,73.87,3162,Same,Decrease
23-May-19,Tamil Nadu,73.95,3176,Increase,Increase
24-May-19,Tamil Nadu,74.1,3180,Increase,Increase
25-May-19,Tamil Nadu,74.26,3181,Increase,Increase
26-May-19,Tamil Nadu,74.4,3181,Increase,Same
27-May-19,Tamil Nadu,74.51,3187,Increase,Increase
28-May-19,Tamil Nadu,74.59,3185,Increase,Decrease
29-May-19,Tamil Nadu,74.59,3197,Same,Increase
30-May-19,Tamil Nadu,74.54,3181,Decrease,Decrease
31-May-19,Tamil Nadu,74.47,3212,Decrease,Increase
01-Jun-19,Tamil Nadu,74.4,3229,Decrease,Increase
02-Jun-19,Tamil Nadu,74.28,3229,Decrease,Same
03-Jun-19,Tamil Nadu,74.09,3226,Decrease,Decrease
04-Jun-19,Tamil Nadu,74.02,3250,Decrease,Increase
05-Jun-19,Tamil Nadu,74.02,3271,Same,Increase
06-Jun-19,Tamil Nadu,73.85,3278,Decrease,Increase
07-Jun-19,Tamil Nadu,73.71,3279,Decrease,Increase
08-Jun-19,Tamil Nadu,73.48,3298,Decrease,Increase
09-Jun-19,Tamil Nadu,73.31,3298,Decrease,Same
10-Jun-19,Tamil Nadu,73.18,3267,Decrease,Decrease
11-Jun-19,Tamil Nadu,73.18,3253,Same,Decrease
12-Jun-19,Tamil Nadu,73.18,3275,Same,Increase
13-Jun-19,Tamil Nadu,73.09,3278,Decrease,Increase
14-Jun-19,Tamil Nadu,72.91,3317,Decrease,Increase
15-Jun-19,Tamil Nadu,72.71,3304,Decrease,Decrease
16-Jun-19,Tamil Nadu,72.64,3304,Decrease,Same
17-Jun-19,Tamil Nadu,72.64,3288,Same,Decrease
18-Jun-19,Tamil Nadu,72.64,3301,Same,Increase
19-Jun-19,Tamil Nadu,72.64,3303,Same,Increase
20-Jun-19,Tamil Nadu,72.64,3369,Same,Increase
21-Jun-19,Tamil Nadu,72.64,3393,Same,Increase
22-Jun-19,Tamil Nadu,72.64,3415,Same,Increase
23-Jun-19,Tamil Nadu,72.64,3415,Same,Same
24-Jun-19,Tamil Nadu,72.77,3421,Increase,Increase
25-Jun-19,Tamil Nadu,72.77,3461,Same,Increase
26-Jun-19,Tamil Nadu,72.77,3405,Same,Decrease
27-Jun-19,Tamil Nadu,72.77,3397,Same,Decrease
28-Jun-19,Tamil Nadu,72.89,3412,Increase,Increase
29-Jun-19,Tamil Nadu,72.89,3410,Same,Decrease
30-Jun-19,Tamil Nadu,73.1,3410,Increase,Same
01-Jul-19,Tamil Nadu,73.15,3374,Increase,Decrease
02-Jul-19,Tamil Nadu,73.19,3374,Increase,Same
03-Jul-19,Tamil Nadu,73.19,3433,Same,Increase
04-Jul-19,Tamil Nadu,73.19,3412,Same,Decrease
05-Jul-19,Tamil Nadu,73.19,3476,Same,Increase
06-Jul-19,Tamil Nadu,75.76,3438,Increase,Decrease
07-Jul-19,Tamil Nadu,75.76,3438,Same,Same
08-Jul-19,Tamil Nadu,75.76,3460,Same,Increase
09-Jul-19,Tamil Nadu,75.7,3421,Decrease,Decrease
10-Jul-19,Tamil Nadu,75.7,3427,Same,Increase
11-Jul-19,Tamil Nadu,75.7,3487,Same,Increase
12-Jul-19,Tamil Nadu,75.7,3453,Same,Decrease
13-Jul-19,Tamil Nadu,75.8,3473,Increase,Increase
14-Jul-19,Tamil Nadu,75.89,3473,Increase,Same
15-Jul-19,Tamil Nadu,76.03,3469,Increase,Decrease
16-Jul-19,Tamil Nadu,76.09,3469,Increase,Same
17-Jul-19,Tamil Nadu,76.09,3451,Same,Decrease
18-Jul-19,Tamil Nadu,76.18,3489,Increase,Increase
19-Jul-19,Tamil Nadu,76.18,3520,Same,Increase
20-Jul-19,Tamil Nadu,76.18,3502,Same,Decrease
21-Jul-19,Tamil Nadu,76.18,3502,Same,Same
22-Jul-19,Tamil Nadu,76.18,3505,Same,Increase
23-Jul-19,Tamil Nadu,76.24,3489,Increase,Decrease
24-Jul-19,Tamil Nadu,76.24,3497,Same,Increase
25-Jul-19,Tamil Nadu,76.18,3502,Decrease,Increase
26-Jul-19,Tamil Nadu,76.11,3487,Decrease,Decrease
27-Jul-19,Tamil Nadu,76.06,3488,Decrease,Increase
28-Jul-19,Tamil Nadu,75.96,3488,Decrease,Same
29-Jul-19,Tamil Nadu,75.8,3481,Decrease,Decrease
30-Jul-19,Tamil Nadu,75.66,3490,Decrease,Increase
31-Jul-19,Tamil Nadu,75.66,3493,Same,Increase
01-Aug-19,Tamil Nadu,75.6,3467,Decrease,Decrease
02-Aug-19,Tamil Nadu,75.52,3540,Decrease,Increase
03-Aug-19,Tamil Nadu,75.44,3573,Decrease,Increase
04-Aug-19,Tamil Nadu,75.34,3573,Decrease,Same
05-Aug-19,Tamil Nadu,75.18,3617,Decrease,Increase
06-Aug-19,Tamil Nadu,75.08,3630,Decrease,Increase
07-Aug-19,Tamil Nadu,75.08,3704,Same,Increase
08-Aug-19,Tamil Nadu,75.03,3715,Decrease,Increase
09-Aug-19,Tamil Nadu,74.87,3726,Decrease,Increase
10-Aug-19,Tamil Nadu,74.87,3739,Same,Increase
11-Aug-19,Tamil Nadu,74.78,3739,Decrease,Same
12-Aug-19,Tamil Nadu,74.78,3760,Same,Increase
13-Aug-19,Tamil Nadu,74.78,3784,Same,Increase
14-Aug-19,Tamil Nadu,74.78,3735,Same,Decrease
15-Aug-19,Tamil Nadu,74.78,3775,Same,Increase
16-Aug-19,Tamil Nadu,74.78,3740,Same,Decrease
17-Aug-19,Tamil Nadu,74.78,3764,Same,Increase
18-Aug-19,Tamil Nadu,74.69,3764,Decrease,Same
19-Aug-19,Tamil Nadu,74.62,3741,Decrease,Decrease
20-Aug-19,Tamil Nadu,74.62,3761,Same,Increase
21-Aug-19,Tamil Nadu,74.62,3751,Same,Decrease
22-Aug-19,Tamil Nadu,74.62,3765,Same,Increase
23-Aug-19,Tamil Nadu,74.62,3757,Same,Decrease
24-Aug-19,Tamil Nadu,74.7,3837,Increase,Increase
25-Aug-19,Tamil Nadu,74.78,3837,Increase,Same
26-Aug-19,Tamil Nadu,74.86,3842,Increase,Increase
27-Aug-19,Tamil Nadu,74.87,3837,Increase,Decrease
28-Aug-19,Tamil Nadu,74.87,3870,Same,Increase
29-Aug-19,Tamil Nadu,74.8,3869,Decrease,Decrease
30-Aug-19,Tamil Nadu,74.8,3839,Same,Decrease
31-Aug-19,Tamil Nadu,74.8,3848,Same,Increase
01-Sep-19,Tamil Nadu,74.8,3848,Same,Same
02-Sep-19,Tamil Nadu,74.8,3859,Same,Increase
03-Sep-19,Tamil Nadu,74.8,3886,Same,Increase
04-Sep-19,Tamil Nadu,74.8,3898,Same,Increase
05-Sep-19,Tamil Nadu,74.75,3898,Decrease,Same
06-Sep-19,Tamil Nadu,74.66,3815,Decrease,Decrease
07-Sep-19,Tamil Nadu,74.57,3828,Decrease,Increase
08-Sep-19,Tamil Nadu,74.51,3828,Decrease,Same
09-Sep-19,Tamil Nadu,74.51,3816,Same,Decrease
10-Sep-19,Tamil Nadu,74.56,3806,Increase,Decrease
11-Sep-19,Tamil Nadu,74.56,3791,Same,Decrease
12-Sep-19,Tamil Nadu,74.63,3771,Increase,Decrease
13-Sep-19,Tamil Nadu,74.7,3769,Increase,Decrease
14-Sep-19,Tamil Nadu,74.78,3741,Increase,Decrease
15-Sep-19,Tamil Nadu,74.85,3741,Increase,Same
16-Sep-19,Tamil Nadu,74.85,3777,Same,Increase
17-Sep-19,Tamil Nadu,74.99,3772,Increase,Decrease
18-Sep-19,Tamil Nadu,75.26,3757,Increase,Decrease
19-Sep-19,Tamil Nadu,75.56,3737,Increase,Decrease
20-Sep-19,Tamil Nadu,75.93,3743,Increase,Increase
21-Sep-19,Tamil Nadu,76.24,3770,Increase,Increase
22-Sep-19,Tamil Nadu,76.52,3770,Increase,Same
23-Sep-19,Tamil Nadu,76.83,3769,Increase,Decrease
24-Sep-19,Tamil Nadu,77.06,3771,Increase,Increase
25-Sep-19,Tamil Nadu,77.06,3799,Same,Increase
26-Sep-19,Tamil Nadu,77.12,3753,Increase,Decrease
27-Sep-19,Tamil Nadu,77.28,3756,Increase,Increase
28-Sep-19,Tamil Nadu,77.28,3775,Same,Increase
29-Sep-19,Tamil Nadu,77.28,3775,Same,Same
30-Sep-19,Tamil Nadu,77.36,3745,Increase,Decrease
01-Oct-19,Tamil Nadu,77.5,3713,Increase,Decrease
02-Oct-19,Tamil Nadu,77.5,3763,Same,Increase
03-Oct-19,Tamil Nadu,77.4,3787,Decrease,Increase
04-Oct-19,Tamil Nadu,77.21,3801,Decrease,Increase
05-Oct-19,Tamil Nadu,76.9,3805,Decrease,Increase
06-Oct-19,Tamil Nadu,76.76,3805,Decrease,Same
07-Oct-19,Tamil Nadu,76.62,3809,Decrease,Increase
08-Oct-19,Tamil Nadu,76.43,3805,Decrease,Decrease
09-Oct-19,Tamil Nadu,76.43,3815,Same,Increase
10-Oct-19,Tamil Nadu,76.38,3827,Decrease,Increase
11-Oct-19,Tamil Nadu,76.25,3810,Decrease,Decrease
12-Oct-19,Tamil Nadu,76.14,3809,Decrease,Decrease
13-Oct-19,Tamil Nadu,76.14,3809,Same,Same
14-Oct-19,Tamil Nadu,76.14,3825,Same,Increase
15-Oct-19,Tamil Nadu,76.09,3843,Decrease,Increase
16-Oct-19,Tamil Nadu,76.09,3826,Same,Decrease
17-Oct-19,Tamil Nadu,76.09,3828,Same,Increase
18-Oct-19,Tamil Nadu,76.09,3822,Same,Decrease
19-Oct-19,Tamil Nadu,76.09,3831,Same,Increase
20-Oct-19,Tamil Nadu,76.09,3831,Same,Same
21-Oct-19,Tamil Nadu,76.1,3822,Increase,Decrease
22-Oct-19,Tamil Nadu,76.04,3817,Decrease,Decrease
23-Oct-19,Tamil Nadu,76.04,3832,Same,Increase
24-Oct-19,Tamil Nadu,75.99,3828,Decrease,Decrease
25-Oct-19,Tamil Nadu,75.87,3858,Decrease,Increase
26-Oct-19,Tamil Nadu,75.79,3853,Decrease,Decrease
27-Oct-19,Tamil Nadu,75.79,3853,Same,Same
28-Oct-19,Tamil Nadu,75.79,3848,Same,Decrease
29-Oct-19,Tamil Nadu,75.72,3827,Decrease,Decrease
30-Oct-19,Tamil Nadu,75.72,3830,Same,Increase
31-Oct-19,Tamil Nadu,75.72,3859,Same,Increase
01-Nov-19,Tamil Nadu,75.69,3876,Decrease,Increase
02-Nov-19,Tamil Nadu,75.67,3868,Decrease,Decrease
03-Nov-19,Tamil Nadu,75.59,3868,Decrease,Same
04-Nov-19,Tamil Nadu,75.5,3864,Decrease,Decrease
05-Nov-19,Tamil Nadu,75.45,3855,Decrease,Decrease
06-Nov-19,Tamil Nadu,75.45,3821,Same,Decrease
07-Nov-19,Tamil Nadu,75.45,3821,Same,Same
08-Nov-19,Tamil Nadu,75.55,3796,Increase,Decrease
09-Nov-19,Tamil Nadu,75.71,3793,Increase,Decrease
10-Nov-19,Tamil Nadu,75.92,3793,Increase,Same
11-Nov-19,Tamil Nadu,76.08,3799,Increase,Increase
12-Nov-19,Tamil Nadu,76.18,3781,Increase,Decrease
13-Nov-19,Tamil Nadu,76.18,3807,Same,Increase
14-Nov-19,Tamil Nadu,76.34,3826,Increase,Increase
15-Nov-19,Tamil Nadu,76.53,3801,Increase,Decrease
16-Nov-19,Tamil Nadu,76.68,3808,Increase,Increase
17-Nov-19,Tamil Nadu,76.81,3808,Increase,Same
18-Nov-19,Tamil Nadu,76.97,3790,Increase,Decrease
19-Nov-19,Tamil Nadu,77.13,3810,Increase,Increase
20-Nov-19,Tamil Nadu,77.13,3825,Same,Increase
21-Nov-19,Tamil Nadu,77.13,3815,Same,Decrease
22-Nov-19,Tamil Nadu,77.29,3807,Increase,Decrease
23-Nov-19,Tamil Nadu,77.38,3800,Increase,Decrease
24-Nov-19,Tamil Nadu,77.49,3800,Increase,Same
25-Nov-19,Tamil Nadu,77.62,3784,Increase,Decrease
26-Nov-19,Tamil Nadu,77.72,3779,Increase,Decrease
27-Nov-19,Tamil Nadu,77.72,3773,Same,Decrease
28-Nov-19,Tamil Nadu,77.72,3775,Same,Increase
29-Nov-19,Tamil Nadu,77.77,3787,Increase,Increase
30-Nov-19,Tamil Nadu,77.83,3807,Increase,Increase
01-Dec-19,Tamil Nadu,77.91,3807,Increase,Same
