Date,State,Petrol Price,Gold price(24k),Petrol_Change,Gold_Change
31-Jan-22,Tamil Nadu,101.4,4878,Same,Decrease
01-Feb-22,Tamil Nadu,101.4,4898,Same,Increase
02-Feb-22,Tamil Nadu,101.4,4890,Same,Decrease
03-Feb-22,Tamil Nadu,101.4,4898,Same,Increase
04-Feb-22,Tamil Nadu,101.4,4903,Same,Increase
05-Feb-22,Tamil Nadu,101.4,4908,Same,Increase
06-Feb-22,Tamil Nadu,101.4,4908,Same,Same
07-Feb-22,Tamil Nadu,101.4,4911,Same,Increase
08-Feb-22,Tamil Nadu,101.4,4924,Same,Increase
09-Feb-22,Tamil Nadu,101.4,4950,Same,Increase
10-Feb-22,Tamil Nadu,101.4,4967,Same,Increase
11-Feb-22,Tamil Nadu,101.4,4976,Same,Increase
12-Feb-22,Tamil Nadu,101.4,5081,Same,Increase
13-Feb-22,Tamil Nadu,101.4,5081,Same,Same
14-Feb-22,Tamil Nadu,101.4,5061,Same,Decrease
15-Feb-22,Tamil Nadu,101.4,5062,Same,Increase
16-Feb-22,Tamil Nadu,101.4,5029,Same,Decrease
17-Feb-22,Tamil Nadu,101.4,5106,Same,Increase
18-Feb-22,Tamil Nadu,101.4,5095,Same,Decrease
19-Feb-22,Tamil Nadu,101.4,5099,Same,Increase
20-Feb-22,Tamil Nadu,101.4,5099,Same,Same
21-Feb-22,Tamil Nadu,101.4,5079,Same,Decrease
22-Feb-22,Tamil Nadu,101.4,5116,Same,Increase
23-Feb-22,Tamil Nadu,101.4,5085,Same,Decrease
24-Feb-22,Tamil Nadu,101.4,5317,Same,Increase
25-Feb-22,Tamil Nadu,101.4,5175,Same,Decrease
26-Feb-22,Tamil Nadu,101.4,5104,Same,Decrease
27-Feb-22,Tamil Nadu,101.4,5104,Same,Same
28-Feb-22,Tamil Nadu,101.4,5148,Same,Increase
01-Mar-22,Tamil Nadu,101.4,5164,Same,Increase
02-Mar-22,Tamil Nadu,101.4,5244,Same,Increase
03-Mar-22,Tamil Nadu,101.4,5230,Same,Decrease
04-Mar-22,Tamil Nadu,101.4,5239,Same,Increase
05-Mar-22,Tamil Nadu,101.4,5336,Same,Increase
06-Mar-22,Tamil Nadu,101.4,5336,Same,Same
07-Mar-22,Tamil Nadu,101.4,5437,Same,Increase
08-Mar-22,Tamil Nadu,101.4,5455,Same,Increase
09-Mar-22,Tamil Nadu,101.4,5419,Same,Decrease
10-Mar-22,Tamil Nadu,101.4,5284,Same,Decrease
11-Mar-22,Tamil Nadu,101.4,5298,Same,Increase
12-Mar-22,Tamil Nadu,101.4,5293,Same,Decrease
13-Mar-22,Tamil Nadu,101.4,5293,Same,Same
14-Mar-22,Tamil Nadu,101.4,5268,Same,Decrease
15-Mar-22,Tamil Nadu,101.4,5230,Same,Decrease
16-Mar-22,Tamil Nadu,101.4,5186,Same,Decrease
17-Mar-22,Tamil Nadu,101.4,5206,Same,Increase
18-Mar-22,Tamil Nadu,101.4,5231,Same,Increase
19-Mar-22,Tamil Nadu,101.4,5204,Same,Decrease
20-Mar-22,Tamil Nadu,101.4,5204,Same,Same
21-Mar-22,Tamil Nadu,101.4,5192,Same,Decrease
22-Mar-22,Tamil Nadu,102.16,5195,Increase,Increase
23-Mar-22,Tamil Nadu,102.91,5193,Increase,Decrease
24-Mar-22,Tamil Nadu,102.91,5222,Same,Increase
25-Mar-22,Tamil Nadu,103.67,5248,Increase,Increase
26-Mar-22,Tamil Nadu,104.43,5243,Increase,Decrease
27-Mar-22,Tamil Nadu,104.9,5243,Increase,Same
28-Mar-22,Tamil Nadu,105.18,5215,Increase,Decrease
29-Mar-22,Tamil Nadu,105.94,5192,Increase,Decrease
30-Mar-22,Tamil Nadu,106.69,5189,Increase,Decrease
31-Mar-22,Tamil Nadu,107.45,5199,Increase,Increase
01-Apr-22,Tamil Nadu,107.45,5224,Same,Increase
02-Apr-22,Tamil Nadu,108.21,5224,Increase,Same
03-Apr-22,Tamil Nadu,108.96,5224,Increase,Same
04-Apr-22,Tamil Nadu,109.34,5209,Increase,Decrease
05-Apr-22,Tamil Nadu,110.09,5224,Increase,Increase
06-Apr-22,Tamil Nadu,110.85,5241,Increase,Increase
07-Apr-22,Tamil Nadu,110.85,5273,Same,Increase
08-Apr-22,Tamil Nadu,110.85,5285,Same,Increase
09-Apr-22,Tamil Nadu,110.85,5318,Same,Increase
